,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
6,4,5,Generic,0.9835968,0.5136272,0.9835968,0.67485166
7,4,5,Exploit,0.8470483,0.7762295,0.8470483,0.81009406
8,4,5,Infection,0.59200716,0.93809074,0.59200716,0.72590965
0,5,1,Botnet,0.9391771,0.5060241,0.9391771,0.65768874
1,5,1,DoS,0.1491202,0.8912656,0.1491202,0.2554931
2,5,1,MITM,0.96332735,0.6396753,0.96332735,0.7688281
3,5,1,Normal,0.42588726,0.8691418,0.42588726,0.57165736
4,5,1,Scanner,0.8768267,0.87318087,0.8768267,0.87499994
5,5,1,Brute force,0.39177102,0.9150418,0.39177102,0.54864305
6,5,1,Generic,0.983895,0.5106811,0.983895,0.6723734
7,5,1,Exploit,0.8548002,0.7904604,0.8548002,0.82137233
8,5,1,Infection,0.5162541,0.9558255,0.5162541,0.6704105
0,5,2,Botnet,0.65086466,0.53636366,0.65086466,0.5880927
1,5,2,DoS,0.43930808,0.5751659,0.43930808,0.49813995
2,5,2,MITM,0.5982702,0.89076376,0.5982702,0.71578944
3,5,2,Normal,0.48389983,0.38514477,0.48389983,0.4289112
4,5,2,Scanner,0.8830898,0.8615071,0.8830898,0.8721649
5,5,2,Brute force,0.37686345,0.92262775,0.37686345,0.53513974
6,5,2,Generic,0.98568445,0.5085398,0.98568445,0.67092973
7,5,2,Exploit,0.87116015,0.77213854,0.87116015,0.8186659
8,5,2,Infection,0.5664878,0.95238096,0.5664878,0.71041316
0,5,3,Botnet,0.9412466,0.52105004,0.9412466,0.6707757
1,5,3,DoS,0.13714968,0.8679245,0.13714968,0.23686922
2,5,3,MITM,0.9609305,0.6395395,0.9609305,0.7679657
3,5,3,Normal,0.4165176,0.8753133,0.4165176,0.5644444
4,5,3,Scanner,0.8741426,0.87859714,0.8741426,0.87636423
5,5,3,Brute force,0.38502833,0.91951567,0.38502833,0.5427791
6,5,3,Generic,0.9865832,0.5138199,0.9865832,0.67571986
7,5,3,Exploit,0.86101997,0.77753836,0.86101997,0.8171525
8,5,3,Infection,0.5813953,0.9433962,0.5813953,0.7194245
0,5,4,Botnet,0.22725917,0.5636095,0.22725917,0.32391074
1,5,4,DoS,0.80918306,0.49607018,0.80918306,0.6150708
2,5,4,MITM,0.96868473,0.6283614,0.96868473,0.7622624
3,5,4,Normal,0.37399343,0.8763103,0.37399343,0.52424747
4,5,4,Scanner,0.8613596,0.8467175,0.8613596,0.8539758
5,5,4,Brute force,0.37637937,0.90078515,0.37637937,0.53092134
6,5,4,Generic,0.984198,0.51257765,0.984198,0.67408615
